# Lake_Level.Moturiki@FI663578.19991231.csv generated at 2024-03-27 07:46:36 (UTC+13:00) by AQUARIUS Time-Series 23.3.44.0
# 
# Time-series identifier: Lake Level.Moturiki@FI663578
# Location: Lake Okaro At Reserve
# UTC offset: (UTC+12:00)
# Value units: m
# Value parameter: Lake Level
# Interpolation type: Instantaneous Values
# Time-series type: Derived
# 
# Export options: Corrected signal from 1999-12-31T12:00:00Z to 2024-03-25T12:00:00Z
# 
# CSV data starts at line 15.
# 
ISO 8601 UTC,Timestamp (UTC+12:00),Value,Approval Level,Grade,Qualifiers
2005-03-29T21:15:00Z,2005-03-30 09:15:00,411.86293621746,Approved,200,
2005-05-09T22:55:00Z,2005-05-10 10:55:00,411.832962146106,Approved,200,
2005-06-26T20:45:00Z,2005-06-27 08:45:00,411.90399239327,Approved,200,
2005-08-02T23:40:00Z,2005-08-03 11:40:00,411.903015829451,Approved,200,
2005-09-12T21:40:00Z,2005-09-13 09:40:00,411.855041661643,Approved,200,
2005-12-08T01:00:00Z,2005-12-08 13:00:00,411.870096044281,Approved,200,
2006-02-27T22:00:00Z,2006-02-28 10:00:00,411.87914773497,Approved,200,
2006-04-20T00:03:00Z,2006-04-20 12:03:00,411.943179987066,Approved,200,
2006-05-08T00:26:00Z,2006-05-08 12:26:00,411.96319136121,Approved,200,
2006-07-26T23:58:00Z,2006-07-27 11:58:00,411.956241855867,Approved,200,
2006-09-04T19:10:00Z,2006-09-05 07:10:00,411.905266983066,Approved,200,
2006-11-16T00:27:00Z,2006-11-16 12:27:00,411.838312578287,Approved,200,
2007-02-08T18:55:00Z,2007-02-09 06:55:00,411.865366096345,Approved,200,
2007-04-30T21:25:00Z,2007-05-01 09:25:00,411.841417300378,Approved,200,
2007-08-02T21:00:00Z,2007-08-03 09:00:00,411.969476635063,Approved,200,
2007-11-05T19:25:00Z,2007-11-06 07:25:00,411.996536570395,Approved,200,
2008-05-08T21:45:00Z,2008-05-09 09:45:00,411.944653429057,Approved,200,
2008-08-06T21:30:00Z,2008-08-07 09:30:00,412.03771024278,Approved,200,
2008-11-05T12:09:20Z,2008-11-06 00:09:20,411.940767448603,Approved,200,
2009-02-18T12:07:47Z,2009-02-19 00:07:47,411.649833738273,Approved,200,
2009-05-07T12:09:20Z,2009-05-08 00:09:20,411.836882983212,Approved,200,
2009-08-06T20:55:00Z,2009-08-07 08:55:00,411.836940665315,Approved,200,
2009-11-08T20:30:00Z,2009-11-09 08:30:00,411.807,Approved,200,
2010-02-08T19:30:00Z,2010-02-09 07:30:00,411.837,Approved,200,
2010-05-10T22:37:00Z,2010-05-11 10:37:00,411.787987825167,Approved,200,
2010-08-08T23:16:00Z,2010-08-09 11:16:00,412.067,Approved,200,
2010-11-08T20:00:00Z,2010-11-09 08:00:00,411.907,Approved,200,
2011-01-28T02:56:00Z,2011-01-28 14:56:00,411.768806661399,Approved,200,
2011-06-02T21:36:00Z,2011-06-03 09:36:00,411.869503783879,Approved,200,
2011-08-15T21:05:00Z,2011-08-16 09:05:00,411.852325640994,Approved,200,
2011-11-08T21:05:00Z,2011-11-09 09:05:00,411.728120957864,Approved,200,
2012-02-09T21:30:00Z,2012-02-10 09:30:00,411.638896968633,Approved,200,
2012-05-31T23:00:00Z,2012-06-01 11:00:00,411.713627118006,Approved,200,
2012-08-16T20:30:00Z,2012-08-17 08:30:00,411.847441950008,Approved,200,
2012-11-06T19:30:00Z,2012-11-07 07:30:00,411.889244591324,Approved,300,
2012-11-14T22:00:00Z,2012-11-15 10:00:00,411.884225076192,Approved,300,
2013-01-16T22:00:00Z,2013-01-17 10:00:00,411.534073369872,Approved,200,
2013-02-17T22:00:00Z,2013-02-18 10:00:00,411.569996312694,Approved,200,
2013-03-20T22:00:00Z,2013-03-21 10:00:00,411.576921663552,Approved,200,
2013-04-17T22:00:00Z,2013-04-18 10:00:00,411.490854238521,Approved,200,
2013-05-15T22:00:00Z,2013-05-16 10:00:00,411.48378681349,Approved,200,
2013-06-19T22:00:00Z,2013-06-20 10:00:00,411.603702532201,Approved,200,
2014-02-17T19:45:00Z,2014-02-18 07:45:00,411.478117605007,Approved,200,
2014-05-27T20:45:00Z,2014-05-28 08:45:00,411.647879109026,Approved,400,
2014-08-21T21:05:00Z,2014-08-22 09:05:00,411.803671984415,Approved,400,
2015-02-08T20:10:00Z,2015-02-09 08:10:00,411.387260302092,Approved,400,
2015-05-27T22:35:00Z,2015-05-28 10:35:00,411.501,Raw - yet to review,400,
2015-07-23T00:00:00Z,2015-07-23 12:00:00,411.476,Raw - yet to review,400,"ESTIMATED"
2015-08-12T20:35:00Z,2015-08-13 08:35:00,411.715,Raw - yet to review,400,
2015-08-17T00:00:00Z,2015-08-17 12:00:00,411.748,Raw - yet to review,400,
2015-10-21T22:00:00Z,2015-10-22 10:00:00,411.605,Raw - yet to review,400,
2015-11-06T00:20:00Z,2015-11-06 12:20:00,411.592,Raw - yet to review,400,
2015-11-18T23:00:00Z,2015-11-19 11:00:00,411.598,Raw - yet to review,400,
2015-12-16T23:00:00Z,2015-12-17 11:00:00,411.556,Raw - yet to review,400,
2016-01-11T02:50:00Z,2016-01-11 14:50:00,411.41,Raw - yet to review,400,
2016-01-21T22:30:00Z,2016-01-22 10:30:00,411.439,Raw - yet to review,400,"ESTIMATED"
2016-02-09T22:00:00Z,2016-02-10 10:00:00,411.404,Raw - yet to review,400,
2016-03-17T00:00:00Z,2016-03-17 12:00:00,411.354,Raw - yet to review,400,"ESTIMATED"
2016-04-21T00:00:00Z,2016-04-21 12:00:00,411.398,Raw - yet to review,400,
2016-05-19T00:00:00Z,2016-05-19 12:00:00,411.394,Raw - yet to review,400,
2016-06-02T22:40:00Z,2016-06-03 10:40:00,411.525,Raw - yet to review,400,
2016-07-20T22:50:00Z,2016-07-21 10:50:00,411.861,Raw - yet to review,200,
2016-08-01T00:20:00Z,2016-08-01 12:20:00,411.924,Raw - yet to review,400,
2016-08-17T23:45:00Z,2016-08-18 11:45:00,411.814,Raw - yet to review,400,
2016-09-21T22:37:00Z,2016-09-22 10:37:00,411.936,Raw - yet to review,400,
2016-10-19T22:15:00Z,2016-10-20 10:15:00,411.846,Raw - yet to review,400,
2016-11-10T20:30:00Z,2016-11-11 08:30:00,411.796,Raw - yet to review,400,
2016-11-16T20:55:00Z,2016-11-17 08:55:00,411.827,Raw - yet to review,400,
2016-12-08T22:05:00Z,2016-12-09 10:05:00,411.538,Raw - yet to review,400,"ESTIMATED"
2017-01-18T22:05:00Z,2017-01-19 10:05:00,411.324,Raw - yet to review,400,
2017-02-09T20:40:00Z,2017-02-10 08:40:00,411.282,Raw - yet to review,400,
2017-02-15T22:35:00Z,2017-02-16 10:35:00,411.287,Raw - yet to review,400,
2017-03-15T20:55:00Z,2017-03-16 08:55:00,411.861,Raw - yet to review,400,
2017-04-19T22:35:00Z,2017-04-20 10:35:00,411.596,Raw - yet to review,400,
2017-05-22T23:30:00Z,2017-05-23 11:30:00,411.532,Raw - yet to review,400,
2017-06-07T21:40:00Z,2017-06-08 09:40:00,411.506,Raw - yet to review,400,
2017-06-21T22:25:00Z,2017-06-22 10:25:00,411.486,Raw - yet to review,200,
2017-08-17T20:40:00Z,2017-08-18 08:40:00,411.54,Raw - yet to review,400,
2017-11-09T21:00:00Z,2017-11-10 09:00:00,411.494,Raw - yet to review,400,
2018-01-29T20:52:00Z,2018-01-30 08:52:00,411.496,Raw - yet to review,400,
2018-03-07T22:50:00Z,2018-03-08 10:50:00,411.49,Raw - yet to review,400,
2018-04-12T22:50:00Z,2018-04-13 10:50:00,411.511,Raw - yet to review,400,
2018-07-05T00:05:00Z,2018-07-05 12:05:00,411.536,Raw - yet to review,400,
2018-07-10T23:40:00Z,2018-07-11 11:40:00,411.596,Raw - yet to review,400,
2018-07-19T00:05:00Z,2018-07-19 12:05:00,411.626,Raw - yet to review,400,
2018-08-05T23:45:00Z,2018-08-06 11:45:00,411.639,Raw - yet to review,400,
2018-08-23T00:10:00Z,2018-08-23 12:10:00,411.628,Raw - yet to review,400,
2018-09-04T23:45:00Z,2018-09-05 11:45:00,411.646,Raw - yet to review,400,
2018-09-19T12:00:00Z,2018-09-20 00:00:00,411.487,Raw - yet to review,400,
2018-09-19T23:45:00Z,2018-09-20 11:45:00,411.487,Raw - yet to review,400,
2018-10-17T21:45:00Z,2018-10-18 09:45:00,411.584,Raw - yet to review,400,
2018-12-11T21:05:00Z,2018-12-12 09:05:00,411.578,Raw - yet to review,400,
2019-01-16T22:20:00Z,2019-01-17 10:20:00,411.536,Raw - yet to review,400,
2019-02-20T12:00:00Z,2019-02-21 00:00:00,411.476,Raw - yet to review,400,
2019-02-20T23:15:00Z,2019-02-21 11:15:00,411.476,Raw - yet to review,400,
2019-03-06T12:00:00Z,2019-03-07 00:00:00,411.489,Raw - yet to review,400,
2019-04-14T12:00:00Z,2019-04-15 00:00:00,411.544,Raw - yet to review,400,
2019-06-20T00:15:00Z,2019-06-20 12:15:00,411.638,Raw - yet to review,400,
2019-07-05T00:00:00Z,2019-07-05 12:00:00,411.798,Raw - yet to review,400,
2019-07-17T22:45:00Z,2019-07-18 10:45:00,411.647,Raw - yet to review,400,
2019-09-03T23:30:00Z,2019-09-04 11:30:00,411.576,Raw - yet to review,400,
2019-09-19T23:40:00Z,2019-09-20 11:40:00,411.506,Raw - yet to review,400,
2019-10-09T22:15:00Z,2019-10-10 10:15:00,411.653,Raw - yet to review,400,
2019-10-21T22:50:00Z,2019-10-22 10:50:00,411.685,Raw - yet to review,400,
2019-11-06T20:15:00Z,2019-11-07 08:15:00,411.663,Raw - yet to review,400,
2019-11-20T22:05:00Z,2019-11-21 10:05:00,411.532,Raw - yet to review,400,
2020-01-22T22:35:00Z,2020-01-23 10:35:00,411.584,Raw - yet to review,400,
2020-02-12T20:15:00Z,2020-02-13 08:15:00,411.484,Raw - yet to review,400,
2020-02-19T22:55:00Z,2020-02-20 10:55:00,411.566,Raw - yet to review,400,
2020-03-01T21:30:00Z,2020-03-02 09:30:00,411.416,Raw - yet to review,400,
2020-05-07T23:05:00Z,2020-05-08 11:05:00,411.646,Raw - yet to review,400,
2020-05-13T23:10:00Z,2020-05-14 11:10:00,411.566,Raw - yet to review,400,
2020-06-09T21:05:00Z,2020-06-10 09:05:00,411.568,Raw - yet to review,400,
2020-06-17T23:55:00Z,2020-06-18 11:55:00,411.551,Raw - yet to review,400,
2020-07-12T23:30:00Z,2020-07-13 11:30:00,411.596,Raw - yet to review,400,
2020-07-23T23:10:00Z,2020-07-24 11:10:00,411.606,Raw - yet to review,400,
2020-08-03T23:20:00Z,2020-08-04 11:20:00,411.552,Raw - yet to review,400,
2020-08-19T23:15:00Z,2020-08-20 11:15:00,411.578,Raw - yet to review,400,
2020-09-09T23:35:00Z,2020-09-10 11:35:00,411.544,Raw - yet to review,400,
2020-09-17T00:10:00Z,2020-09-17 12:10:00,411.544,Raw - yet to review,400,
2020-09-29T02:15:00Z,2020-09-29 14:15:00,411.576,Raw - yet to review,400,
2020-10-04T22:20:00Z,2020-10-05 10:20:00,411.558,Raw - yet to review,400,
2020-10-14T22:15:00Z,2020-10-15 10:15:00,411.564,Raw - yet to review,400,
2020-11-03T22:15:00Z,2020-11-04 10:15:00,411.536,Raw - yet to review,400,
2020-11-18T22:50:00Z,2020-11-19 10:50:00,411.562,Raw - yet to review,400,
2020-12-17T00:00:00Z,2020-12-17 12:00:00,411.468,Raw - yet to review,200,
2021-02-18T00:00:00Z,2021-02-18 12:00:00,411.494,Raw - yet to review,200,
2021-03-18T00:00:00Z,2021-03-18 12:00:00,411.506,Raw - yet to review,200,
2021-04-18T23:55:00Z,2021-04-19 11:55:00,411.616,Raw - yet to review,200,
2021-05-19T23:30:00Z,2021-05-20 11:30:00,411.666,Raw - yet to review,200,
2021-06-16T23:50:00Z,2021-06-17 11:50:00,411.716,Raw - yet to review,200,
2021-09-15T12:00:00Z,2021-09-16 00:00:00,411.716,Raw - yet to review,200,
2021-11-17T12:00:00Z,2021-11-18 00:00:00,411.64,Raw - yet to review,200,
2021-12-10T00:10:00Z,2021-12-10 12:10:00,411.596,Raw - yet to review,200,
2021-12-15T22:55:01Z,2021-12-16 10:55:01,411.735,Raw - yet to review,200,
2022-01-12T21:25:00Z,2022-01-13 09:25:00,411.496,Raw - yet to review,200,
2022-02-17T22:15:00Z,2022-02-18 10:15:00,411.542,Raw - yet to review,200,
2022-03-02T23:48:00Z,2022-03-03 11:48:00,411.506,Raw - yet to review,200,
2022-03-02T23:50:00Z,2022-03-03 11:50:00,411.506,Raw - yet to review,200,
2022-03-16T12:00:01Z,2022-03-17 00:00:01,411.451,Raw - yet to review,200,
2022-04-20T23:50:00Z,2022-04-21 11:50:00,411.501,Raw - yet to review,200,
2022-06-21T22:39:00Z,2022-06-22 10:39:00,411.656,Raw - yet to review,200,
2022-07-21T00:05:00Z,2022-07-21 12:05:00,411.678,Raw - yet to review,200,
2022-09-27T22:46:00Z,2022-09-28 10:46:00,411.628,Raw - yet to review,200,
2022-10-19T23:40:01Z,2022-10-20 11:40:01,411.616,Raw - yet to review,200,
2022-11-16T22:40:00Z,2022-11-17 10:40:00,411.642,Raw - yet to review,200,
2022-11-30T23:26:00Z,2022-12-01 11:26:00,411.659,Raw - yet to review,200,
2023-06-01T02:45:00Z,2023-06-01 14:45:00,411.786,Raw - yet to review,200,
2023-07-19T23:05:00Z,2023-07-20 11:05:00,411.706,Raw - yet to review,200,
2023-09-20T23:17:00Z,2023-09-21 11:17:00,411.666,Raw - yet to review,200,
2023-10-02T23:15:00Z,2023-10-03 11:15:00,411.772,Raw - yet to review,200,
2023-10-16T22:15:00Z,2023-10-17 10:15:00,411.676,Raw - yet to review,200,
2023-10-18T21:53:00Z,2023-10-19 09:53:00,411.677,Raw - yet to review,200,
2023-11-13T22:33:00Z,2023-11-14 10:33:00,411.656,Raw - yet to review,200,
2023-11-13T22:35:00Z,2023-11-14 10:35:00,411.656,Raw - yet to review,200,
2023-11-22T22:20:00Z,2023-11-23 10:20:00,411.679,Raw - yet to review,200,
2023-12-05T22:15:00Z,2023-12-06 10:15:00,411.655,Raw - yet to review,200,
2024-01-09T22:17:00Z,2024-01-10 10:17:00,411.641,Raw - yet to review,200,
2024-02-12T21:30:00Z,2024-02-13 09:30:00,411.644,Raw - yet to review,200,
2024-03-11T22:15:00Z,2024-03-12 10:15:00,411.676,Raw - yet to review,200,
