# TP.LabResult@HL149408.19991024.csv generated at 2023-10-25 11:12:00 (UTC+13:00) by AQUARIUS Time-Series 23.2.146.0,,,,,
# ,,,,,
# Time-series identifier: TP.LabResult@HL149408,,,,,
# Location: Outlet at Waitangi Soda Springs,,,,,
# UTC offset: (UTC+12:00),,,,,
# Value units: g/m^3,,,,,
# Value parameter: TP,,,,,
# Interpolation type: Discrete Values,,,,,
# Time-series type: Reflected,,,,,
# ,,,,,
# Export options: Corrected signal from 1999-10-24T23:12:00.45Z to 2023-10-24T23:12:00.45Z,,,,,
# ,,,,,
# CSV data starts at line 15.,,,,,
# ,,,,,
ISO 8601 UTC,Timestamp (UTC+12:00),Value,Approval Level,Grade,Qualifiers
2010-12-13T00:00:00Z,13/12/2010 12:00,0.38999999,Validated,200,Labstar - Legacy Data
2011-02-03T01:20:00Z,3/02/2011 13:20,0.15099999,Validated,200,Labstar - Legacy Data
2011-04-14T03:00:00Z,14/04/2011 15:00,0.119,Validated,200,Labstar - Legacy Data
2011-05-30T03:30:00Z,30/05/2011 15:30,0.161,Validated,200,Labstar - Legacy Data
2011-08-02T03:20:00Z,2/08/2011 15:20,0.177,Validated,200,Labstar - Legacy Data
2011-10-03T22:25:00Z,4/10/2011 10:25,0.17399999,Validated,200,Labstar - Legacy Data
2011-12-07T21:28:00Z,8/12/2011 9:28,0.145,Validated,200,Labstar - Legacy Data
2012-02-14T20:30:00Z,15/02/2012 8:30,0.199,Validated,200,Labstar - Legacy Data
2012-04-11T23:22:00Z,12/04/2012 11:22,0.14,Validated,200,Labstar - Legacy Data
2012-06-11T22:32:00Z,12/06/2012 10:32,0.153,Validated,200,Labstar - Legacy Data
2019-08-19T22:45:00Z,20/08/2019 10:45,0.161,Validated,200,Routine
2019-09-23T22:35:00Z,24/09/2019 10:35,0.153,Validated,200,Routine
2019-10-15T21:35:00Z,16/10/2019 9:35,0.117,Validated,200,Routine
2019-11-18T21:30:00Z,19/11/2019 9:30,0.157,Validated,200,Routine
2019-12-04T21:45:00Z,5/12/2019 9:45,0.134,Validated,200,Routine
2020-01-21T21:35:00Z,22/01/2020 9:35,0.145,Validated,200,Routine
2020-02-12T21:45:00Z,13/02/2020 9:45,0.1326,Validated,200,Routine
2020-05-17T12:00:00Z,18/05/2020 0:00,0.1591,Validated,200,Routine
2020-06-14T22:35:00Z,15/06/2020 10:35,0.1496,Validated,200,Routine
2020-07-28T22:20:00Z,29/07/2020 10:20,0.1363,Validated,200,Routine
2020-08-24T22:20:00Z,25/08/2020 10:20,0.1148,Validated,200,Routine
2020-09-20T22:10:00Z,21/09/2020 10:10,0.1501,Validated,200,Routine
2020-10-26T21:15:00Z,27/10/2020 9:15,0.142,Validated,200,Routine
2020-11-24T20:55:00Z,25/11/2020 8:55,0.153,Validated,200,Routine
2020-12-13T20:54:00Z,14/12/2020 8:54,0.163,Validated,200,Routine
2021-01-27T21:05:00Z,28/01/2021 9:05,0.132,Validated,400,Routine
2021-02-14T21:10:00Z,15/02/2021 9:10,0.126,Validated,400,Routine
2021-03-16T12:00:00Z,17/03/2021 0:00,0.148,Validated,400,Routine
2021-04-19T21:39:00Z,20/04/2021 9:39,0.1033,Validated,400,Routine
2021-05-16T22:11:00Z,17/05/2021 10:11,0.1191,Validated,400,Routine
2021-06-14T22:05:00Z,15/06/2021 10:05,0.139,Validated,400,Routine
2021-07-12T21:50:00Z,13/07/2021 9:50,0.0999,Validated,400,Routine
2021-08-03T21:55:00Z,4/08/2021 9:55,0.1359,Validated,600,Routine
2021-11-10T00:15:00Z,10/11/2021 12:15,0.158,Validated,600,Routine
2022-01-31T22:45:00Z,1/02/2022 10:45,0.1453,Validated,600,Routine
2022-05-16T00:05:00Z,16/05/2022 12:05,0.3431,Validated,400,Routine
2022-08-03T01:30:00Z,3/08/2022 13:30,0.1443,Validated,600,Routine
2022-11-08T23:02:00Z,9/11/2022 11:02,0.11,Validated,400,Routine
2023-02-19T22:30:00Z,20/02/2023 10:30,0.0895,Validated,600,Routine
2023-05-21T22:00:00Z,22/05/2023 10:00,0.1005,Validated,600,Routine
2023-08-02T21:30:00Z,3/08/2023 9:30,0.0866,Validated,600,Routine
