# NNN.LabResult@HL149408.19991024.csv generated at 2023-10-25 11:12:00 (UTC+13:00) by AQUARIUS Time-Series 23.2.146.0,,,,,
# ,,,,,
# Time-series identifier: NNN.LabResult@HL149408,,,,,
# Location: Outlet at Waitangi Soda Springs,,,,,
# UTC offset: (UTC+12:00),,,,,
# Value units: g/m^3,,,,,
# Value parameter: NNN,,,,,
# Interpolation type: Discrete Values,,,,,
# Time-series type: Reflected,,,,,
# ,,,,,
# Export options: Corrected signal from 1999-10-24T23:12:00.45Z to 2023-10-24T23:12:00.45Z,,,,,
# ,,,,,
# CSV data starts at line 15.,,,,,
# ,,,,,
ISO 8601 UTC,Timestamp (UTC+12:00),Value,Approval Level,Grade,Qualifiers
2007-09-12T01:20:00Z,12/09/2007 13:20,0.31999999,Validated,200,Labstar - Legacy Data
2007-12-17T00:00:00Z,17/12/2007 12:00,0.25,Validated,200,Labstar - Legacy Data
2008-02-13T12:00:00Z,14/02/2008 0:00,0.19499999,Validated,200,Labstar - Legacy Data
2008-03-18T23:00:00Z,19/03/2008 11:00,0.23899999,Validated,200,Labstar - Legacy Data
2008-04-14T02:05:00Z,14/04/2008 14:05,0.214,Validated,200,Labstar - Legacy Data
2008-05-23T00:05:00Z,23/05/2008 12:05,0.301,Validated,200,Labstar - Legacy Data
2008-06-25T23:50:00Z,26/06/2008 11:50,0.354,Validated,200,Labstar - Legacy Data
2009-02-11T00:35:00Z,11/02/2009 12:35,0.207,Validated,200,Labstar - Legacy Data
2009-04-16T01:45:00Z,16/04/2009 13:45,0.2,Validated,200,Labstar - Legacy Data
2009-06-12T00:55:00Z,12/06/2009 12:55,0.229,Validated,200,Labstar - Legacy Data
2009-08-04T23:40:00Z,5/08/2009 11:40,0.27500001,Validated,200,Labstar - Legacy Data
2009-08-05T00:42:00Z,5/08/2009 12:42,0.241,Validated,200,Labstar - Legacy Data
2009-10-06T01:15:00Z,6/10/2009 13:15,0.252,Validated,200,Labstar - Legacy Data
2009-12-03T01:10:00Z,3/12/2009 13:10,0.178,Validated,200,Labstar - Legacy Data
2010-02-10T01:10:00Z,10/02/2010 13:10,0.164,Validated,200,Labstar - Legacy Data
2010-04-20T02:15:00Z,20/04/2010 14:15,0.162,Validated,200,Labstar - Legacy Data
2010-06-09T02:30:00Z,9/06/2010 14:30,0.223,Validated,200,Labstar - Legacy Data
2010-08-04T02:00:00Z,4/08/2010 14:00,0.25799999,Validated,200,Labstar - Legacy Data
2010-10-18T01:25:00Z,18/10/2010 13:25,0.15899999,Validated,200,Labstar - Legacy Data
2010-12-13T00:00:00Z,13/12/2010 12:00,0.236,Validated,200,Labstar - Legacy Data
2011-02-03T01:20:00Z,3/02/2011 13:20,0.31799999,Validated,200,Labstar - Legacy Data
2011-04-14T03:00:00Z,14/04/2011 15:00,0.403,Validated,200,Labstar - Legacy Data
2011-05-30T03:30:00Z,30/05/2011 15:30,0.49399999,Validated,200,Labstar - Legacy Data
2011-08-02T03:20:00Z,2/08/2011 15:20,0.55900002,Validated,200,Labstar - Legacy Data
2011-10-03T22:25:00Z,4/10/2011 10:25,0.47,Validated,200,Labstar - Legacy Data
2011-12-07T21:28:00Z,8/12/2011 9:28,0.35800001,Validated,200,Labstar - Legacy Data
2012-02-14T20:30:00Z,15/02/2012 8:30,0.25099999,Validated,200,Labstar - Legacy Data
2012-04-11T23:22:00Z,12/04/2012 11:22,0.36000001,Validated,200,Labstar - Legacy Data
2012-06-11T22:32:00Z,12/06/2012 10:32,0.39399999,Validated,200,Labstar - Legacy Data
2019-08-19T22:45:00Z,20/08/2019 10:45,0.231,Validated,200,Routine
2019-09-23T22:35:00Z,24/09/2019 10:35,0.217,Validated,200,Routine
2019-10-15T21:35:00Z,16/10/2019 9:35,0.222,Validated,200,Routine
2019-11-18T21:30:00Z,19/11/2019 9:30,0.174,Validated,200,Routine
2019-12-04T21:45:00Z,5/12/2019 9:45,0.158,Validated,200,Routine
2020-01-21T21:35:00Z,22/01/2020 9:35,0.157,Validated,200,Routine
2020-02-12T21:45:00Z,13/02/2020 9:45,0.154,Validated,200,Routine
2020-05-17T12:00:00Z,18/05/2020 0:00,0.1569,Validated,200,Routine
2020-06-14T22:35:00Z,15/06/2020 10:35,0.1838,Validated,200,Routine
2020-07-28T22:20:00Z,29/07/2020 10:20,0.2305,Validated,200,Routine
2020-08-24T22:20:00Z,25/08/2020 10:20,0.2414,Validated,200,Routine
2020-09-20T22:10:00Z,21/09/2020 10:10,0.2042,Validated,200,Routine
2020-10-26T21:15:00Z,27/10/2020 9:15,0.168,Validated,200,Routine
2020-11-24T20:55:00Z,25/11/2020 8:55,0.166,Validated,200,Routine
2020-12-13T20:54:00Z,14/12/2020 8:54,0.159,Validated,200,Routine
2021-01-27T21:05:00Z,28/01/2021 9:05,0.133,Validated,400,Routine
2021-02-14T21:10:00Z,15/02/2021 9:10,0.139,Validated,400,Routine
2021-03-16T12:00:00Z,17/03/2021 0:00,0.148,Validated,400,Routine
2021-04-19T21:39:00Z,20/04/2021 9:39,0.1367,Validated,400,Routine
2021-05-16T22:11:00Z,17/05/2021 10:11,0.1527,Validated,400,Routine
2021-06-14T22:05:00Z,15/06/2021 10:05,0.172,Validated,400,Routine
2021-07-12T21:50:00Z,13/07/2021 9:50,0.2118,Validated,400,Routine
2021-08-03T21:55:00Z,4/08/2021 9:55,0.23,Validated,600,Routine
2021-11-10T00:15:00Z,10/11/2021 12:15,0.164,Validated,600,Routine
2022-01-31T22:45:00Z,1/02/2022 10:45,0.1395,Validated,600,Routine
2022-05-16T00:05:00Z,16/05/2022 12:05,0.1671,Validated,400,Routine
2022-08-03T01:30:00Z,3/08/2022 13:30,0.3427,Validated,600,Routine
2022-11-08T23:02:00Z,9/11/2022 11:02,0.241,Validated,400,Routine
2023-02-19T22:30:00Z,20/02/2023 10:30,0.345,Validated,600,Routine
2023-05-21T22:00:00Z,22/05/2023 10:00,0.4454,Validated,600,Routine
2023-08-02T21:30:00Z,3/08/2023 9:30,0.2613,Validated,600,Routine
